Label,Generation,PR AUC,Lineage,Beats Baseline?,Baseline PR AUC,Dataset
Elastic_L70_C10 + Cluster Centroids_G14,14,0.057,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.085,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.11,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.104,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.101,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.085,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G15,15,0.092,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.089,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.057,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.103,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.108,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.057,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G16,16,0.101,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.057,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.108,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.101,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.095,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G17,17,0.102,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.11,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.085,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.102,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.104,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G18,18,0.103,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.084,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.103,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.057,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.102,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G19,19,0.085,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.084,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.11,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.092,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.104,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G20,20,0.057,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.083,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.087,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.092,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.11,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G21,21,0.11,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.089,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.102,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.089,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.087,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.103,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G22,22,0.084,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.057,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.103,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.103,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.103,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G23,23,0.092,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.11,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.103,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.102,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.11,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G24,24,0.057,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.108,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.103,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.103,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.087,child of Elastic_L70_C10 + Cluster Centroids_G9,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.102,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G25,25,0.087,child of Elastic_L70_C10 + Cluster Centroids_G12,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
Elastic_L70_C10 + Cluster Centroids_G26,26,0.057,child of Elastic_L70_C10 + Cluster Centroids_G11,✅ Yes,0.026,noisy_overlap_w2_n20_d0.csv
