Scheme Code,Scheme_Name,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,NAV,Repurchase Price,Sale Price,Date,Rolling_Volatility
,ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Direct Plan - Cumulative,,,13.0624,,,2016-08-02,
,ICICI Prudential Fixed Maturity Plan-Series 68-368 Days Plan G - Cumulative,,,13.0306,,,2016-08-02,
,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Dividend,,,12.9756,,,2016-08-02,
,ICICI Prudential Fixed Maturity Plan-Series 68-369 Days Plan I - Direct Plan - Cumulative,,,13.08,,,2016-08-02,
,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Dividend Payout Option,,,12.9362,,,2016-08-03,
,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Dividend Payout Option,,,13.3852,,,2016-08-03,
,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Growth Option,,,13.5857,,,2016-08-03,
,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Growth Option,,,13.1367,,,2016-08-03,
,Kotak FMP Series 107 Direct Dividend,,,11.895659,,,2016-08-08,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan- Dividend Payout option,,,13.7684,,,2016-08-10,
,Reliance Fixed Horizon Fund - XXIV - Series 3-Dividend payout Option,,,10.0,,,2016-08-10,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Dividend Option,,,13.32,,,2016-08-10,
,Reliance Fixed Horizon Fund - XXIV - Series 3-Direct Plan - Dividend Payout Option,,,10.0,,,2016-08-10,
,Reliance Fixed Horizon Fund - XXIV - Series 2 - Dividend Payout Option,,,10.0,,,2016-08-10,
,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,,,11.1681,,,2016-08-16,
,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Direct Plan Cumulative Option,,,10.4181,,,2016-08-18,
,ICICI Prudential Gilt Fund - Bonus,,,12.8414,,,2016-08-18,
,ICICI Prudential Fixed Maturity Plan - Series 78 - 95 Days Plan K Cumulative Option,,,10.4114,,,2016-08-18,
,Reliance Fixed Horizon Fund - XXIV - Series 5 - Growth Option,,,12.9048,,,2016-08-23,
,Reliance Fixed Horizon Fund - XXIV - Series 5 - Dividend Payout Option,,,10.0,,,2016-08-23,
,Reliance Fixed Horizon Fund - XXIV - Series 5 - Direct Plan - Growth Option,,,12.9811,,,2016-08-23,
,ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Direct Plan Cumulative Option,,,10.4214,,,2016-08-29,
,ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Dividend Option,,,10.416,,,2016-08-29,
,ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Direct Plan Dividend Option,,,10.4214,,,2016-08-29,
,ICICI Prudential Fixed Maturity Plan - Series 78 - 188 Days Plan L Cumulative Option,,,10.416,,,2016-08-29,
,Reliance Fixed Horizon Fund - XXIV - Series 8-Direct Plan-Growth Option,,,13.2741,,,2016-09-01,
,Reliance Fixed Horizon Fund - XXIV - Series 8-Growth Option,,,13.2032,,,2016-09-01,
,Reliance Fixed Horizon Fund - XXIV - Series 8-Dividend Payout Option,,,10.0,,,2016-09-01,
,Reliance Fixed Horizon Fund - XXIV - Series 7 - Dividend Payout Option,,,10.0,,,2016-09-02,
,Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Growth Option,,,13.27,,,2016-09-02,
,Reliance Fixed Horizon Fund - XXIV - Series 7 - Direct Plan - Dividend Payout Option,,,10.0,,,2016-09-02,
,Reliance Fixed Horizon Fund - XXIV - Series 7 - Growth Option,,,13.1103,,,2016-09-02,
,Reliance Fixed Horizon Fund - XXIV - Series 10 - Direct Plan - Growth Option,,,13.0824,,,2016-09-06,
,Reliance Fixed Horizon Fund - XXIV - Series 10 - Growth Option,,,12.9473,,,2016-09-06,
,ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Cumulative,,,13.097,,,2016-09-07,
,ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Dividend,,,11.8779,,,2016-09-07,
,Kotak FMP Series 113 (1094 Days) - Dividend,,,13.12598706,,,2016-09-07,
,ICICI Prudential Fixed Maturity Plan-Series 69-366 Days Plan G - Direct Plan - Cumulative,,,13.1433,,,2016-09-07,
,ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Direct Plan - Dividend,,,11.8074,,,2016-09-08,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Direct Plan - Growth Option,,,13.5494,,,2016-09-12,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Dividend Payout Option,,,13.0206,,,2016-09-12,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan B - Growth Option,,,13.1206,,,2016-09-12,
,Reliance Fixed Horizon Fund - XXIV - Series 15-Dividend Payout Option,,,10.0,,,2016-09-14,
,Reliance Fixed Horizon Fund - XXIV - Series 9 -Direct Plan -Growth Option,,,13.2871,,,2016-09-14,
,Reliance Fixed Horizon Fund - XXIV - Series 9 -Dividend Payout Option,,,10.0,,,2016-09-14,
,Reliance Fixed Horizon Fund - XXIV - Series 4-Dividend payout Option,,,10.0,,,2016-09-14,
,Reliance Fixed Horizon Fund - XXIV - Series 9-Growth Option,,,13.1016,,,2016-09-14,
,Reliance Fixed Horizon Fund - XXIV - Series 4-Direct Plan - Dividend Payout Option,,,10.0,,,2016-09-14,
,ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Direct Plan - Cumulative,,,13.1396,,,2016-09-20,
,Reliance Fixed Horizon Fund - XXIV - Series 6 - Growth Option,,,13.1584,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Cumulative,,,12.8707,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Dividend,,,11.8131,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Direct Plan - Dividend,,,11.8454,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Direct Plan - Cumulative,,,13.073,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-704 Days Plan L - Cumulative,,,13.0068,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Dividend,,,11.6896,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Direct Plan - Cumulative,,,12.9249,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 68-745 Days Plan F - Dividend,,,11.6614,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Cumulative,,,13.0814,,,2016-09-20,
,Reliance Fixed Horizon Fund - XXIV - Series 6 - Dividend Payout Option,,,10.0,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Dividend,,,11.8376,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Direct Plan - Cumulative,,,13.1004,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Dividend,,,11.6991,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 70-369 Days Plan E - Cumulative,,,13.0463,,,2016-09-20,
,Reliance Fixed Horizon Fund - XXIV - Series 6 - Direct Plan - Growth Option,,,13.2349,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Direct Plan - Dividend,,,11.7267,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Cumulative,,,12.9976,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Cumulative,,,13.0483,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-372 Days Plan K - Dividend,,,11.8494,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Direct Plan - Cumulative,,,13.0766,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan B - Dividend,,,11.8434,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-693 Days Plan D - Direct Plan - Cumulative,,,13.0635,,,2016-09-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-698 Days Plan B - Dividend,,,11.818,,,2016-09-20,
,Reliance Fixed Horizon Fund - XXIV - Series 16 - Direct Plan - Growth Plan,,,13.1293,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 18 -Direct Plan -Growth Option,,,13.1299,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 18 -Dividend Payout Optioin,,,10.0,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 18-Growth Option,,,13.0897,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 17 -Dividend Payout Option,,,10.0,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 17-Growth Option,,,13.008,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 16 - Growth Plan,,,13.0887,,,2016-09-27,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Dividend,,,12.5433,,,2016-09-27,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Dividend,,,12.8852,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 17-Direct Plan -Growth Option,,,13.1119,,,2016-09-27,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Direct Plan - Cumulative,,,14.7044,,,2016-09-27,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan A - Cumulative,,,14.1024,,,2016-09-27,
,Reliance Fixed Horizon Fund - XXIV - Series 17- Direct Plan -Dividend Payout Option,,,10.0,,,2016-09-27,
,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Cumulative,,,12.948,,,2016-09-28,
,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Direct Plan - Dividend,,,11.8381,,,2016-09-28,
,ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Direct Plan - Dividend,,,11.8763,,,2016-09-28,
,ICICI Prudential Fixed Maturity Plan-Series 70-367 Days Plan C - Dividend,,,11.8566,,,2016-09-28,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Cumulative,,,12.9482,,,2016-09-28,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan J - Direct Plan - Cumulative,,,13.0015,,,2016-09-28,
,ICICI Prudential Fixed Maturity Plan-Series 70-366 Days Plan I - Direct Plan - Cumulative,,,12.9762,,,2016-09-28,
,ICICI Prudential Interval Fund II Quarterly Interval Plan D - Direct Plan -  Quarterly Dividend Payout,,,10.1535,,,2016-10-03,
,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Cumulative,,,12.7829,,,2016-10-03,
,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Dividend,,,11.6355,,,2016-10-03,
,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Dividend,,,11.7402,,,2016-10-03,
,ICICI Prudential Fixed Maturity Plan-Series 70-1095 Days Plan H - Direct Plan - Cumulative,,,12.9847,,,2016-10-03,
,Reliance Fixed Horizon Fund - XXIV - Series 13 -Dividend Payout Option,,,10.0,,,2016-10-05,
,Reliance Fixed Horizon Fund - XXIV - Series 13 -Direct Plan -Growth Option,,,13.3252,,,2016-10-05,
,Reliance Fixed Horizon Fund - XXIV - Series 13 -Growth Option,,,13.0958,,,2016-10-05,
,Axis Gilt Fund - Direct Plan - Bonus Option,,,14.7352,,,2016-10-06,
,ICICI Prudential Blended Plan B - Direct Plan -  Dividend Option - I,,,17.7362,,,2016-10-07,
,ICICI Prudential Blended Plan B - option I-Bonus,,,11.9703,,,2016-10-07,
,ICICI Prudential Blended Plan B-Direct Plan -  Daily Dividend Option - I,,,12.032,,,2016-10-07,
,ICICI Prudential Blended Plan B - Direct Plan -  Monthly Dividend Option - I,,,10.3063,,,2016-10-07,
,ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,,,24.0808,,,2016-10-07,
,ICICI Prudential Blended Plan B - Half Yearly Dividend Option - I,,,10.3661,,,2016-10-07,
,ICICI Prudential Blended Plan B - Daily Dividend Option - I,,,12.4926,,,2016-10-07,
,ICICI Prudential Blended Plan B -  Monthly Dividend Option - I,,,10.266,,,2016-10-07,
,ICICI Prudential Blended Plan B -  Growth Option - I,,,23.9631,,,2016-10-07,
,ICICI Prudential Blended Plan B -  Dividend Option - I,,,15.0425,,,2016-10-07,
,ICICI Prudential Blended Plan B - Direct Plan - Quarterly Dividend Option - I,,,10.7,,,2016-10-07,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Dividend Payout Option,,,10.0,,,2016-10-13,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Direct Plan - Growth Option,,,13.8573,,,2016-10-13,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Direct Plan - Dividend Payout Option,,,10.0,,,2016-10-13,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan C - Growth Option,,,13.3865,,,2016-10-13,
,ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Cumulative,,,17.6463,,,2016-10-14,
,ICICI Prudential Capital Protection Oriented Fund - Series V - 60 Months - Dividend,,,17.6463,,,2016-10-14,
,Reliance Interval Fund - II - Series 1 -Direct Plan -Growth Option,,,12.842,,,2016-10-17,
,Reliance Interval Fund - II - Series 1 -Growth Plan,,,12.8098,,,2016-10-17,
,Reliance Interval Fund - II - Series 1 -Dividend Option,,,10.0,,,2016-10-17,
,ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Dividend,,,12.9091,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Direct Plan - Cumulative,,,12.9967,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-372 Days Plan L - Cumulative,,,12.9694,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Dividend,,,12.8665,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Direct Plan - Cumulative,,,12.9521,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan K - Cumulative,,,13.0066,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan K - Direct Plan - Cumulative,,,13.0365,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 70-368 Days Plan M - Cumulative,,,12.9257,,,2016-10-18,
,ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Direct Plan - Cumulative,,,13.2513,,,2016-10-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Cumulative,,,13.1977,,,2016-10-20,
,ICICI Prudential Fixed Maturity Plan-Series 69-433 Days Plan E - Dividend,,,13.1388,,,2016-10-20,
,Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option,,,1052.3061,,,2016-10-21,
,Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option,,,1040.0538,,,2016-10-21,
,Kotak Corporate Bond Fund- Institutional Plan-Growth Option,,,2090.4924,,,2016-10-21,
,Kotak Coporate Bond Fund- Retail Plan-Growth Option,,,2034.9063,,,2016-10-21,
,Kotak Bond-Deposit-Dividend,,,13.6554,,,2016-10-21,
,Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option,,,1202.9939,,,2016-10-21,
,Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option,,,1052.7994,,,2016-10-21,
,Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option,,,1052.6393,,,2016-10-21,
,Kotak Bond-Deposit-Growth,,,42.9354,,,2016-10-21,
,Kotak Liquid-Regular (Dividend),,,1002.9403,,,2016-10-21,
,Kotak Liquid-Institutional Plan  (Growth),,,3046.6062,,,2016-10-21,
,Kotak Liquid-Regular (Growth),,,2893.5255,,,2016-10-21,
,Reliance Interval Fund - II - Series 2 - Direct Plan - Dividend Plan - Dividend Option,,,10.0,,,2016-10-27,
,Reliance Interval Fund - II - Series 2 - Direct Plan - Growth Plan - Growth Option,,,12.9862,,,2016-10-27,
,Reliance Interval Fund - II - Series 2 - Growth Plan - Growth Option,,,12.7938,,,2016-10-27,
,Reliance Interval Fund - II - Series 2 - Dividend Plan - Dividend Option,,,10.0,,,2016-10-27,
,ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Direct Plan - Dividend,,,14.0293,,,2016-10-28,
,ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Dividend,,,13.5222,,,2016-10-28,
,ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Cumulative,,,13.5222,,,2016-10-28,
,ICICI Prudential Capital Protection Oriented Fund IV - PLAN E - 36 Months - Direct Plan - Cumulative,,,14.0293,,,2016-10-28,
,Reliance Interval Fund - II - Series 3 - Growth Plan - Growth Option,,,12.7519,,,2016-11-01,
,Reliance Interval Fund - II - Series 3 - Dividend Plan - Dividend Option,,,10.0,,,2016-11-01,
,Reliance Fixed Horizon Fund - XXIV - Series 20 - Dividend Payout Option,,,10.0,,,2016-11-01,
,Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Growth Option,,,13.1969,,,2016-11-01,
,Reliance Fixed Horizon Fund - XXIV - Series 20 - Growth Option,,,12.9991,,,2016-11-01,
,Reliance Fixed Horizon Fund - XXIV - Series 20 - Direct Plan - Dividend Payout Option,,,10.0,,,2016-11-01,
,Reliance Interval Fund - II - Series 3 - Direct Plan - Growth Plan - Growth Option,,,12.8033,,,2016-11-01,
,Reliance Interval Fund - II - Series 3 - Direct Plan - Dividend Plan - Dividend Option,,,10.0,,,2016-11-01,
,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Cumulative,,,12.7856,,,2016-11-02,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan A - Cumulative,,,13.0499,,,2016-11-02,
,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Dividend,,,11.6053,,,2016-11-02,
,ICICI Prudential Fixed Maturity Plan-Series 70-742 Days Plan D - Direct Plan - Cumulative,,,12.9155,,,2016-11-02,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan A - Dividend,,,11.8275,,,2016-11-02,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan A - Direct Plan - Cumulative,,,13.1176,,,2016-11-02,
,Nippon India Interval Fund-Quarterly Interval Fund Serie-II-Institutional Plan -Dividend Option,,,10.0304,,,2016-11-07,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Dividend,,,11.623,,,2016-11-10,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Direct Plan - Cumulative,,,12.9175,,,2016-11-10,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan G - Cumulative,,,12.7856,,,2016-11-10,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Growth Option,,,12.9807,,,2016-11-11,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Dividend Payout Option,,,10.0,,,2016-11-11,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Direct Plan - Growth Option,,,13.4311,,,2016-11-11,
,Reliance Dual Advantage Fixed Tenure Fund IV - Plan D - Direct Plan - Dividend Payout Option,,,10.0,,,2016-11-11,
,Kotak FMP Series 131 (1061 Days) - Direct Growth,,,13.40397152,,,2016-11-21,
,Kotak FMP Series 131 (1061 Days) - Dividend,,,13.30711876,,,2016-11-21,
,ICICI Prudential Money Market Fund -Bonus,,,118.0134,,,2016-11-21,
,ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Direct Plan - Cumulative,,,12.8817,,,2016-11-29,
,ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Dividend,,,11.8762,,,2016-11-29,
,ICICI Prudential Fixed Maturity Plan-Series 71-366 Days Plan C - Cumulative,,,12.8508,,,2016-11-29,
,ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Direct Plan - Cumulative,,,13.423,,,2016-11-30,
,ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Dividend,,,12.0072,,,2016-11-30,
,ICICI Prudential Fixed Maturity Plan-Series 69-1093 Days Plan F - Cumulative,,,13.2201,,,2016-11-30,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan P - Direct Plan - Cumulative,,,12.8857,,,2016-12-05,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan P - Cumulative,,,12.8121,,,2016-12-05,
,ICICI Prudential Fixed Maturity Plan-Series 70-745 Days Plan P - Dividend,,,11.6579,,,2016-12-05,
,Reliance Fixed Horizon Fund - XXV - Series 2 -Direct Plan -Dividend Payout Option,,,10.0,,,2016-12-06,
,Reliance Fixed Horizon Fund - XXV - Series 2-Direct Plan-Growth Option,,,12.8717,,,2016-12-06,
,Reliance Fixed Horizon Fund - XXV - Series 2-Dividend Payout Option,,,10.0,,,2016-12-06,
,Reliance Fixed Horizon Fund - XXV - Series 2-Growth Option,,,12.8197,,,2016-12-06,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B -Cumulative,,,13.2516,,,2016-12-07,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Dividend,,,12.1846,,,2016-12-07,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Dividend,,,12.5216,,,2016-12-07,
,ICICI Prudential Multiple Yield Fund - Series 5 - 1100 Days - Plan B - Direct Plan - Cumulative,,,13.7804,,,2016-12-07,
,ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Dividend,,,11.8951,,,2016-12-13,
,ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Direct Plan - Cumulative,,,12.8821,,,2016-12-13,
,ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Cumulative,,,12.8626,,,2016-12-13,
,ICICI Prudential Fixed Maturity Plan-Series 71-369 Days Plan E - Direct Plan - Dividend,,,11.9052,,,2016-12-13,
,ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Dividend,,,11.8538,,,2016-12-15,
,ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Cumulative,,,13.1157,,,2016-12-15,
,Reliance Fixed Horizon Fund - XXV - Series 4 - Direct Plan - Growth Option,,,12.8731,,,2016-12-15,
,Reliance Fixed Horizon Fund - XXV - Series 4 - Direct Plan - Dividend Payout Option,,,10.0,,,2016-12-15,
,Reliance Fixed Horizon Fund - XXV - Series 4 - Growth Option,,,12.8138,,,2016-12-15,
,ICICI Prudential Fixed Maturity Plan-Series 69-1092 Days Plan L - Direct Plan - Cumulative,,,13.3345,,,2016-12-15,
